id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
41586,41704,71369,3323,,1Omi UMa,Muscida,8.504431,60.718169,54.9149,-134.31,-107.73,20.0,3.35,-0.348,G4II-III,0.856,-16.37548,21.290022,47.898272,0.00000699,0.00004956,0.00000381,2.2264548414090246,1.0597319679644424,-0.0000006511532544,-0.000000522289778,Omi,1,UMa,1,41586,,120.00518202042646,,,
42283,42402,73471,3418,,5Sig Hya,Minchir,8.645955,3.341435,114.2857,-19.03,-16.29,25.0,4.45,-0.84,K2III,1.216,-72.861703,87.795627,6.661268,-0.00000852,0.00002678,-0.00000752,2.2635056987246203,0.058319044958705,-0.0000000922600434,-0.000000078976148,Sig,5,Hya,1,42283,,188.79913490962926,,,
42327,42446,73534,,,,Gakyid,8.65439,12.960375,81.0373,-113.68,-93.19,0.0,8.23,3.687,G5,0.962,-50.568104,60.659599,18.174814,0.00002904,0.0000349,-0.00003568,2.2657140895583194,0.226201221768655,-0.0000005511361921,-0.000000451797868,,,Cnc,1,42327,,2.918770848197142,,,
42437,42556,73731,3429,,41Eps Cnc,Meleph,8.67417,19.544808,179.8561,-33.74,-13.57,30.0,6.29,0.015,Am,0.17,-109.202884,129.624965,60.169858,0.00000132,0.00004409,-0.00000089,2.270892450708812,0.34112124334436,-0.0000001635761358,-0.000000065789216,Eps,41,Cnc,1,42437,,85.90135215053961,,,
42687,42806,74198,3449,,43Gam Cnc,Asellus Borealis,8.721431,21.468501,55.5556,-106.94,-39.25,29.0,4.66,0.936,A1IV,0.01,-33.797361,39.125009,20.33287,0.00000122,0.00004264,0.00000102,2.2832652284771875,0.37469602196802126,-0.00000051845975,-0.000000190289369,Gam,43,Cnc,1,42687,,36.77900704223862,,,
42792,42911,74442,3461,,47Del Cnc,Asellus Australis,8.74475,18.154309,40.032,-17.1,-228.46,17.0,3.94,0.928,K0III,1.083,-25.041776,28.63397,12.473108,-0.00001747,0.00002502,-0.00003671,2.2893702005975305,0.31685245945332746,-0.0000000829031394,-0.000001107605334,Del,47,Cnc,1,42792,,37.05100563019239,,,
42794,42913,74956,3485,Gl 321.3A,Del Vel,Alsephina,8.745059,-54.708821,24.6975,28.78,-104.14,2.2,1.93,-0.033,A1V,0.043,-9.394033,10.739813,-20.158771,0.00000325,-0.00000895,-0.00000904,2.289451210882051,-0.9548490567434526,0.0000001395293773,-0.000000504884966,Del,,Vel,1,42794,Gl 321.3,89.78421709097269,Del,1.939,1.929
42990,43109,74874,3482,,11Eps Hya,Ashlesha,8.779587,6.418809,39.6354,-231.04,-40.17,36.0,3.38,0.39,G0III-IV,0.685,-26.198413,29.410867,4.431082,0.00000824,0.00005749,-0.00000355,2.2984903710066336,0.11202935494051876,-0.0000011201135276,-0.000000194749655,Eps,11,Hya,1,42990,,60.81350012787179,Eps,3.39,3.37
43464,43587,75732,3522,Gl 324A,55Rho1Cnc,Copernicus,8.876625,28.330819,12.3411,-485.48,-234.4,27.2,5.96,5.503,G8V,0.869,-7.429298,7.925466,5.85673,-0.00000011,0.00004258,0.00000086,2.323894965357257,0.49446606547141375,-0.0000023536734564,-0.000001136403267,Rho-1,55,Cnc,1,43464,Gl 324,0.5480245321768503,,,
43551,43674,75898,,,,Stribor,8.897449,33.056812,75.7576,-95.6,-28.24,0.0,8.03,3.633,G0,0.626,-43.676078,46.086662,41.323525,0.00002159,0.00002826,-0.00000869,2.329346658533562,0.5769502010253987,-0.0000004634818786,-0.000000136911383,,,Lyn,1,43551,,3.067608976917936,,,
43939,44066,76756,3572,,65Alp Cnc,Acubens,8.974784,11.857701,57.7367,41.45,-29.22,-14.0,4.26,0.453,A5m,0.141,-39.690103,40.217629,11.863811,0.0000004,-0.00001693,-0.00001095,2.3495928613586177,0.20695592245262626,0.0000002009552706,-0.000000141662557,Alp,65,Cnc,1,43939,,57.385213267461886,,,
44000,44127,76644,3569,Gl 331A,9Iot UMa,Talitha,8.986828,48.041826,14.5096,-441.12,-215.21,9.0,3.12,2.312,A7IV,0.223,-6.835882,6.883318,10.789878,0.00000975,0.00003422,-0.00000328,2.352746110161558,0.8384880495341912,-0.0000021386101077,-0.000001043367521,Iot,9,UMa,1,44000,Gl 331,10.356189770449859,,,
44135,44263,,,Gl 333.2B,,Ross 687,9.013981,5.241545,20.9424,-247.74,-207.77,-37.1,12.37,10.765,M4,1.455,-14.80023,14.692285,1.913156,0.00004317,-0.00000741,-0.00002447,2.359854601572643,0.09148221714789,-0.0000012010774122,-0.000001007297384,,,Hya,2,44135,Gl 333.2,0.004305266104917101,,12.706,12.196
44343,44471,77327,3594,,12Kap UMa,Alkaphrah,9.060427,47.156525,109.8901,-37.37,-55.39,4.0,3.57,-1.635,A1Vn,0.007,-53.667801,51.996165,80.572997,-0.00000368,0.00003129,-0.00001707,2.372014221719866,0.8230366182899013,-0.0000001811748724,-0.000000268538297,Kap,12,UMa,1,44343,,392.6449353995997,,,
44689,44816,78647,3634,,Lam Vel,Suhail,9.133268,-43.432589,166.9449,-23.21,14.28,18.0,2.23,-3.883,K4Ib-II,1.665,-88.662596,82.682121,-114.774841,-0.00000278,0.00002827,-0.00000426,2.3910838764040165,-0.7580416852253112,-0.0000001125252553,0.000000069231393,Lam,,Vel,1,44689,,3113.149665447025,Lam,2.272,2.182
44819,44946,78515,3627,,77Xi  Cnc,Nahn,9.155982,22.045446,114.4165,-0.48,-0.7,-7.0,5.16,-0.132,K0III,0.97,-77.988303,71.865489,42.945282,0.00000495,-0.0000042,-0.00000305,2.3970303646378253,0.38476560930516873,-0.0000000023271057,-0.000000003393695,Xi,77,Cnc,1,44819,,98.35580562269574,,,
45106,45238,80007,3685,,Bet Car,Miaplacidus,9.220041,-69.717208,34.6981,-157.66,108.91,-5.0,1.67,-1.032,A2IV,0.07,-8.980712,8.001552,-32.546536,0.00000613,0.00003005,0.00001115,2.413801172874073,-1.2167948189074338,-0.0000007643572488,0.000000528010579,Bet,,Car,1,45106,,225.32013356294826,,,
45425,45556,80404,3699,,Iot Car,Aspidiske,9.284838,-59.275229,234.7418,-19.03,13.11,13.0,2.21,-4.643,A8Ib,0.189,-90.887872,78.251756,-201.791538,-0.00000074,0.00002921,-0.00000381,2.43076493672462,-1.0345479138581113,-0.0000000922600434,0.000000063559073,Iot,,Car,1,45425,,6269.024974761646,,,
45809,45941,81188,3734,,Kap Vel,Markeb,9.368562,-55.010668,175.4386,-10.72,11.24,22.0,2.47,-3.751,B2IV,-0.141,-77.65777,63.951481,-143.729782,-0.00001021,0.00002022,-0.00001295,2.4526837752447674,-0.9601172781857512,-0.0000000519720266,0.000000054493057,Kap,,Vel,1,45809,,2756.7666102901003,,,
46259,46390,81797,3748,,30Alp Hya,Alphard,9.45979,-8.658603,55.2792,-14.49,33.25,-4.0,1.99,-1.723,K3III,1.44,-43.003468,33.722848,-8.322089,0.00000452,0.00000139,0.00000942,2.4765671803168545,-0.151121122495205,-0.0000000702495023,0.000000161200548,Alp,30,Hya,1,46259,,425.7944535825967,,,
46339,46471,81688,3743,,,Intercrus,9.477775,45.601483,85.8369,-6.4,-128.2,39.0,5.4,0.732,K0III-IV,0.993,-47.431774,36.836132,61.329924,-0.00005051,0.0000426,-0.00000882,2.4812757555043388,0.7958960226025426,-0.0000000310280756,-0.000000621531138,,,UMa,1,46339,,44.38129803081385,,,
46617,46750,82308,3773,,4Lam Leo,Alterf,9.528675,22.967971,100.9082,-19.38,-39.04,27.0,4.32,-0.7,K5IIIvar,1.541,-74.131964,56.004334,39.376137,-0.00002052,0.00002738,-0.00000681,2.494601207877201,0.400866707876475,-0.0000000939568913,-0.00000018927126,Lam,4,Leo,1,46617,,165.95869074375614,,,
46954,47087,82886,,,,Illyrian,9.595884,34.780742,125.4705,15.05,-34.95,0.0,7.62,2.127,G0,0.864,-83.307172,60.663459,71.573083,-0.00001519,-0.00000026,-0.00001746,2.5121964714390153,0.6070384713791662,0.0000000729644589,-0.000000169442381,,,LMi,1,46954,,12.280046179887881,,,
47069,47202,83443,,,,Kalausi,9.619951,-43.272205,41.1692,22.35,-120.76,27.8,8.23,5.157,K0V,0.811,-24.34255,17.492359,-28.220225,-0.000006,-0.00000118,-0.00003704,2.518497248113754,-0.7552424557837499,0.0000001083558576,-0.000000585461,,,Vel,1,47069,,0.7537025766884254,,,
47297,47431,83618,3845,,35Iot Hya,Ukdah,9.664267,-1.14281,80.7103,47.81,-62.92,23.0,3.9,-0.635,K3IIIvar,1.313,-66.071937,46.325951,-1.609728,-0.00002959,-0.0000021,-0.00002508,2.530099227157431,-0.01994579914171125,0.0000002317894207,-0.000000305044767,Iot,35,Hya,1,47297,,156.3147642640954,,,
47373,47508,83808,3852,,14Omi Leo,Subra,9.685843,9.892308,39.9521,-143.67,-37.45,27.0,3.52,0.512,A5V+...,0.516,-32.353394,22.412883,6.863686,-0.00000754,0.00003907,-0.0000024,2.53574770934662,0.17265334432617377,-0.0000006965318149,-0.000000181562723,Omi,14,Leo,1,47373,,54.35005651294466,,,
47645,47780,,,Gl 367,,Añañuca,9.741653,-45.776513,9.8707,-466.6,-585.84,60.0,10.22,10.248,M1:,1.53,-5.716082,3.837529,-7.073973,-0.00000641,0.0000312,-0.00006353,2.550358836269457,-0.7989508640340776,-0.0000022621406335,-0.000002840232466,,,Vel,1,47645,,0.0069310654514993675,,10.279,10.169
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,9.764188,23.774255,75.643,-46.09,-9.57,4.0,2.97,-1.424,G0II,0.808,-57.700126,38.244772,30.494289,0.00000504,0.00001694,-0.00000156,2.556258343807028,0.41493902002914623,-0.0000002234506254,-0.000000046396669,Eps,17,Leo,1,47772,,323.2957533680941,,,
48099,48235,85390,,,,Natasha,9.834025,-49.790266,32.3729,24.57,-59.83,0.0,8.54,5.989,K1V,0.855,-17.62853,11.226113,-24.722742,0.00000398,-0.0000071,-0.00000606,2.5745416452888117,-0.8690040800602188,0.0000001191187213,-0.000000290064025,,,Vel,1,48099,,0.35026762691381286,,,
48219,48356,85444,3903,,39Ups1Hya,Zhang,9.85797,-14.846603,80.9061,18.68,-21.88,-15.0,4.11,-0.43,G6/G8III,0.918,-66.227032,41.59319,-20.730703,0.00001052,-0.00001526,-0.00000436,2.5808106064279612,-0.2591221071757887,0.0000000905631955,-0.000000106077233,Ups-1,39,Hya,1,48219,,129.4195841449985,,,
48318,48455,85503,3905,,24Mu  Leo,Rasalas,9.879398,26.006951,38.0518,-216.29,-54.92,14.0,3.88,0.978,K0III,1.222,-29.062466,18.02588,16.685015,0.00000632,0.00004303,-0.00000283,2.5864202487192904,0.45390693122786124,-0.0000010486035097,-0.000000266259673,Mu,24,Leo,1,48318,,35.383435681472214,,,
48478,48615,85951,3923,,,Felis,9.914503,-19.00936,188.3239,-46.09,-37.04,50.0,4.94,-1.435,K5III,1.559,-152.168245,92.455966,-61.341498,-0.00001006,0.00005535,-0.00004863,2.595610767807028,-0.33177591728113626,-0.0000002234506254,-0.000000179574987,,,Hya,1,48478,,326.587832172336,,,
48571,48711,86081,,,,Bibhā,9.934977,-3.808422,95.3289,-67.22,17.02,0.0,8.73,3.834,F8,0.664,-81.553447,48.954496,-6.331799,0.00001554,0.0000269,0.00000785,2.6009709734471347,-0.06646949899123,-0.0000003258917561,0.000000082515288,,,Sex,1,48571,,2.5491770505091194,,,
49528,49669,87901,3982,,32Alp Leo,Regulus,10.139532,11.967207,24.3132,-249.4,4.91,6.0,1.36,-0.569,B7V,-0.087,-21.018857,11.132218,5.041397,0.00000856,0.00002873,0.00000184,2.654523172153456,0.20886716528807125,-0.0000012091253193,0.000000023804351,Alp,32,Leo,1,49528,,147.09570767969763,,,
50193,50335,89025,4031,,36Zet Leo,Adhafera,10.278171,23.417311,84.0336,19.84,-7.3,-16.0,3.43,-1.192,F0III,0.307,-69.409312,33.594777,33.397009,0.00000893,-0.0000133,-0.00000923,2.6908188936365494,0.4087091723252675,0.0000000961870342,-0.000000035391398,Zet,36,Leo,1,50193,,261.09586865859336,,,
50230,50372,89021,4033,,33Lam UMa,Tania Borealis,10.284952,42.914365,42.1585,-170.11,-42.64,18.0,3.45,0.326,A2IV,0.029,-27.815454,13.402145,28.706022,-0.0000024,0.00003975,0.00000615,2.69259416873017,0.7489969631601612,-0.000000824716552,-0.000000206724553,Lam,33,UMa,1,50230,,64.50598332848317,,,
50440,50583,89484,4057,,41Gam1Leo,Algieba,10.332873,19.841489,39.8883,310.77,-152.88,-37.0,2.01,-0.994,K0III,1.128,-34.002797,15.860719,13.53874,-0.00000224,-0.00006526,-0.00004065,2.7051398372354067,0.34629930564740247,0.0000015066554751,-0.000000741183154,Gam-1,41,Leo,1,50440,,217.57049509257934,,,
50655,50801,89758,4069,,34Mu  UMa,Tania Australis,10.372155,41.499516,70.6215,-80.47,34.1,-21.0,3.06,-1.185,M0III SB,1.603,-48.161684,21.865099,46.794651,0.00003308,0.00001524,-0.00000549,2.715423700366274,0.7243031975628188,-0.0000003901295687,0.000000165321465,Mu,34,UMa,1,50655,,259.4179362118815,,,
52370,52521,93083,,GJ 1137,,Macondo,10.739146,-33.577022,27.8552,-92.84,-151.12,41.7,8.3,6.075,K3V,0.945,-21.954758,7.522298,-15.405733,-0.00001887,0.00001972,-0.00004059,2.811501856616066,-0.5860295856912975,-0.000000450101021,-0.000000732650434,,,Ant,1,52370,,0.3235936569296281,,,
53075,53229,94264,4247,,46    LMi,Praecipua,10.888526,34.214871,29.0867,92.47,-286.06,16.0,3.79,1.472,K0III-IV,1.04,-23.041794,6.900625,16.355475,-0.00003843,-0.0000021,-0.00002415,2.8506094506880912,0.5971621529923775,0.0000004483072104,-0.000001386858014,,46,LMi,1,53075,,22.4491550756959,,,
53369,53524,95086,,,,Aiolos,10.950851,-68.667347,90.4159,-41.69,13.03,0.0,7.36,2.579,A8III,0.23,-31.65874,8.921182,-84.220969,-0.00000016,0.00001903,0.00000208,2.866926048460295,-1.1984712862518074,-0.0000002021188234,0.000000063171222,,,Car,1,53369,,8.098414473257884,,,
53565,53721,95128,4277,Gl 407,47    UMa,Chalawan,10.99112,40.430257,14.0627,-315.92,55.15,11.6,5.03,4.29,G0V,0.624,-10.333319,2.794615,9.120037,-0.00000074,0.00002251,0.00001056,2.8774684462954285,0.7056410985290099,-0.0000015316233796,0.000000267374744,,47,UMa,1,53565,,1.6749428760264369,,,
53584,53740,95272,4287,,7Alp Crt,Alkes,10.996244,-18.298783,48.8043,-462.39,129.11,47.0,4.08,0.638,K1III,1.079,-44.746057,12.036889,-15.32333,-0.00002492,0.00011999,0.00001391,2.8788099898626966,-0.3193740189992575,-0.0000022417299775,0.000000625942942,Alp,7,Crt,1,53584,,48.39494493016627,,,
53754,53910,95418,4295,GJ 9343,48Bet UMa,Merak,11.030677,56.382427,24.4499,81.66,33.74,-12.0,2.34,0.399,A1V,0.033,-13.103033,3.398358,20.360601,0.00000737,-0.00001191,-0.00000801,2.887824569114951,0.9840589862911813,0.0000003958988515,0.000000163576135,Bet,48,UMa,1,53754,,60.311481961781745,,,
53879,54035,95735,,Gl 411,,Lalande 21185,11.055632,35.969877,2.5469,-580.2,-4767.09,-84.3,7.49,10.46,M2V,1.502,-1.998,0.504305,1.495504,0.00003587,-0.00000166,-0.00009828,2.8943575772214722,0.627792793335765,-0.0000028128889746,-0.000023111504484,,,UMa,1,53879,,0.0057016427228074665,,,
53905,54061,95689,4301,,50Alp UMa,Dubhe,11.062155,61.751033,37.679,-136.46,-35.25,-9.0,1.81,-1.07,F7V comp,1.061,-17.298705,4.33488,33.191332,0.00000478,0.0000245,-0.00001116,2.896065350203451,1.0777588446528075,-0.0000006615767485,-0.000000170896822,Alp,50,UMa,1,53905,,233.3458062281002,,,
54001,54158,96063,,,,Dingolay,11.079015,-2.513218,157.9779,26.46,-17.52,0.0,8.21,2.217,K0,0.856,-153.260473,37.686294,-6.927309,-0.00000427,-0.00001982,-0.0000134,2.900479329464874,-0.043863926219365,0.0000001282816999,-0.000000084939356,,,Leo,1,54001,,11.303163247386966,,,
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,11.235138,20.523717,17.9147,143.31,-130.43,-20.2,2.56,1.294,A4V,0.128,-16.442201,3.337108,6.280742,0.00001259,-0.00001526,-0.00001785,2.941352165381749,0.3582064320032738,0.0000006947864856,-0.000000632342483,Del,68,Leo,1,54712,,26.448436268543603,,,
54718,54879,97633,4359,,70The Leo,Chertan,11.237335,15.42957,50.6073,-59.01,-79.37,8.0,3.33,-0.191,A2V,-0.003,-47.814213,9.675761,13.464276,-0.00000994,0.00001678,-0.00001659,2.9419274527251624,0.2692968010295925,-0.0000002860885529,-0.000000384796618,The,70,Leo,1,54718,,103.8484455008274,,,
55011,55174,98219,,,,Hunahpú,11.296544,-23.975414,134.2282,-131.11,-16.25,0.0,8.05,2.411,K0III/IV,0.962,-120.572962,22.459787,-54.542905,0.00001985,0.00008308,-0.00000966,2.957428416156855,-0.4184499163444512,-0.0000006356392166,-0.000000078782223,,,Crt,1,55011,,9.45366045957965,,,
55055,55219,98262,4377,,54Nu  UMa,Alula Borealis,11.307983,33.094306,122.399,-26.61,27.51,-9.0,3.49,-1.949,K3III SB,1.4,-100.864256,18.476143,66.832099,0.0000192,0.00001254,0.00000865,2.960423095171947,0.5776045970071263,-0.0000001290089204,0.000000133372243,Nu,54,UMa,1,55055,,524.3243172456372,,,
55498,55664,99109,,,,Shama,11.404822,-1.529076,49.9251,-179.71,-160.61,0.0,9.1,5.608,K0,0.874,-49.302696,7.744997,-1.332214,0.00000777,0.00004281,-0.00003886,2.9857753294866787,-0.026687414268455,-0.0000008712586653,-0.000000778659252,,,Leo,1,55498,,0.4975079213514407,,,
56044,56211,100029,4434,,1Lam Dra,Giausar,11.523407,69.331076,102.145,-41.14,-18.79,7.0,3.82,-1.226,M0IIIvar,1.613,-35.773586,4.486959,95.570558,-0.00000861,0.00002161,0.00000341,3.0168208397919534,1.2100555469057126,-0.0000001994523482,-0.00000009109649,Lam,1,Dra,1,56044,,269.40149410636695,,,
56339,56508,100655,4459,,,Formosa,11.584377,20.441545,122.2494,-58.6,-1.19,-7.0,6.45,1.014,G9III,1.01,-113.87372,12.439743,42.695774,0.00001019,0.00003382,-0.00000316,3.032782730117853,0.3567722695187825,-0.0000002841008168,-0.000000005769282,,,Leo,1,56339,,34.22945623160411,,,
56403,56572,100777,,,,Sagarmatha,11.597645,-4.755697,49.6032,-10.39,33.45,0.0,8.42,4.942,K0,0.76,-49.158438,5.1974,-4.112467,-0.0000004,0.00000255,0.00000802,3.0362564602437625,-0.08300257201096,-0.0000000503721414,0.000000162170176,,,Leo,1,56403,,0.9187556016660621,,,
56916,57087,,,Gl 436,,Noquisi,11.703064,26.70657,10.141,896.37,-813.7,9.7,10.67,10.64,M3,1.493,-9.031878,0.703493,4.557621,-0.00003018,-0.00004185,-0.00003128,3.0638550790883983,0.4661175758719675,0.0000043457243884,-0.000003944928918,,,Leo,1,56916,,0.004830588020397724,,10.716,10.596
57119,57291,102117,,,,Uklun,11.74736,-58.703709,39.6983,-63.05,-69.87,0.0,7.47,4.476,G6V,0.721,-20.576736,1.363005,-33.921898,0.00001227,0.00001135,-0.00000698,3.075451621343526,-1.0245730129690325,-0.0000003056750256,-0.000000338739318,,,Cen,1,57119,,1.4112371484118504,,,
57197,57370,102195,,,,Flegetonte,11.761748,2.821483,29.6384,-190.32,-111.44,0.0,8.07,5.711,K0,0.835,-29.544905,1.845236,1.458929,0.00000092,0.00002734,-0.00001599,3.0792183723977775,0.049244173581806244,-0.0000009226973968,-0.000000540276365,,,Vir,1,57197,,0.45248063785554815,,,
57226,57399,102224,4518,,63Chi UMa,Taiyangshou,11.767515,47.779406,56.3063,-138.38,28.37,-9.0,3.69,-0.063,K0III,1.181,-37.766969,2.301619,41.698309,0.0000142,0.00003698,-0.00000161,3.0807281737547525,0.8339079474893587,-0.0000006708851712,0.000000137541641,Chi,63,UMa,1,57226,,92.29963848404535,,,
57375,57548,,,Gl 447,,Ross 128,11.795666,0.804563,3.3553,605.62,-1219.23,-31.1,11.12,13.491,M4.5V,1.746,-3.349892,0.179372,0.047111,0.00003095,-0.00001152,-0.00002028,3.0880980421253565,0.01404226880392625,0.0000029361286122,-0.000005910993837,,,Vir,1,57375,,0.0003496230040027,,11.171,11.041
57459,57632,102647,4534,Gl 448,94Bet Leo,Denebola,11.817663,14.57206,10.9999,-499.02,-113.78,-0.2,2.14,1.933,A3Vvar,0.09,-10.633926,0.508011,2.767546,-0.00000006,0.00002664,-0.00000592,3.093856965974249,0.2543304303162062,-0.0000024193172287,-0.000000551621005,Bet,94,Leo,1,57459,,14.682499678319866,,,
57584,57757,102870,4540,Gl 449,5Bet Vir,Zavijava,11.844922,1.764718,10.929,740.96,-271.18,4.3,3.59,3.397,F8V,0.518,-10.914853,0.443379,0.336562,-0.00000643,-0.00003903,-0.00001423,3.1009932624101655,0.0308001382197925,0.0000035922754474,-0.000001314717738,Bet,5,Vir,1,57584,,3.8124135110429895,,,
57647,57820,102956,,,,Aniara,11.856255,57.640736,126.2626,-11.24,-16.8,0.0,7.86,2.354,K0III,0.971,-67.531225,2.542591,106.655113,-0.00000842,0.0000072,-0.0000055,3.1039602461857454,1.0060206193238925,-0.0000000544930577,-0.000000081448698,,,UMa,1,57647,,9.963226419544174,,,
57767,57939,103095,4550,Gl 451A,,Groombridge 1830,11.88282,37.718679,9.0917,4003.69,-5813.0,-99.1,6.42,6.627,G8Vp,0.754,-7.187679,0.220247,5.561623,-0.00008204,-0.00017401,-0.00026465,3.1109149833224112,0.6583151445815625,0.000019410436847,-0.00002818221925,,,UMa,1,57767,Gl 451,0.194625615936124,CF,6.546,6.406
57828,58001,103287,4554,,64Gam UMa,Phecda,11.897168,53.69476,25.5037,107.76,11.16,-13.0,2.41,0.377,A0V SB,0.044,-15.094867,0.406425,20.552678,0.00000862,-0.00001356,-0.0000099,3.1146712453081937,0.9371503534205525,0.0000005224352222,0.000000054105206,Gam,64,UMa,1,57828,,61.54602373713163,,,
58777,58952,104985,4609,,,Tonatiuh,12.087451,76.905734,97.0874,147.22,-92.36,-20.0,5.78,0.844,G9III,1.029,-21.989708,-0.504005,94.562822,-0.00003611,-0.00007013,-0.00002977,3.1644873402486295,1.3422582639782439,0.0000007137427005,-0.000000447773915,,,Cam,1,58777,,40.03132821780234,,,
59020,59199,105452,4623,Gl 455.3,1Alp Crv,Alchiba,12.140225,-24.728875,14.9365,100.18,-39.33,2.9,4.02,3.149,F0IV/V,0.334,-13.557668,-0.497944,-6.248321,-0.00000124,-0.0000073,-0.00000383,3.1783035477555206,-0.431600297425675,0.0000004856863452,-0.00000019067722,Alp,1,Crv,1,59020,,4.790711300030742,,,
59565,59747,106490,4656,,Del Cru,Imai,12.252427,-58.748928,105.8201,-36.68,-10.72,22.0,2.79,-2.333,B2IV,-0.193,-54.778605,-3.62525,-90.466,-0.0000082,0.00001831,-0.00002209,3.207677761990492,-1.0253622207552275,-0.000000177829658,-0.000000051972026,Del,,Cru,1,59565,,746.7925899308835,Del,2.794,2.784
59592,59774,106591,4660,Gl 459,69Del UMa,Megrez,12.257086,57.032617,24.6853,103.56,7.81,-13.4,3.32,1.358,A3Vvar,0.077,-13.402309,-0.903455,20.710384,0.00000906,-0.00001181,-0.00001099,3.208897599139166,0.995406944309545,0.0000005020730476,0.000000037863948,Del,69,UMa,1,59592,,24.9344618809783,,,
59621,59803,106625,4662,,4Gam Crv,Gienah,12.263437,-17.541929,47.1032,-159.58,22.31,-4.0,2.58,-0.785,B8III,-0.107,-44.805937,-3.095058,-14.197066,-0.00000015,0.00003652,0.00000609,3.2105604074253753,-0.306164425583095,-0.0000007736656714,0.000000108161932,Gam,4,Crv,1,59621,,179.47336268325265,,,
59945,60129,107259,4689,,15Eta Vir,Zaniah,12.331766,-0.666803,81.367,-59.14,-23.13,2.0,3.89,-0.662,A2IV,0.026,-81.054806,-7.05786,-0.946921,-0.00000396,0.00002307,-0.00000915,3.2284487342104065,-0.011637912202285,-0.0000002867188107,-0.000000112137404,Eta,15,Vir,1,59945,,160.25072388814195,,,
60075,60260,107446,4700,,Eps Cru,Ginan,12.356031,-60.401147,70.4722,-171.06,91.82,-5.0,3.59,-0.65,K3/K4III,1.389,-34.656852,-3.239447,-61.275879,-0.00003008,0.00005588,0.00001994,3.234801339430033,-1.0541988798856914,-0.000000829322282,0.000000445155921,Eps,,Cru,1,60075,,158.48931924611142,,,
60457,60644,108147,,,,Tupã,12.429557,-64.022088,38.0807,-181.6,-60.8,0.0,6.99,4.086,F8/G0V,0.537,-16.574938,-1.871712,-34.233139,0.00000626,0.00003444,-0.00000492,3.254050355310616,-1.1173962252087737,-0.0000008804216439,-0.000000294766717,,,Cru,1,60457,,2.0211567669607535,,,
60530,60718,108248,4730,,Alp1Cru,Acrux,12.443311,-63.099092,98.7167,-35.37,-14.73,-11.0,0.77,-4.202,B0.5IV,-0.243,-44.363755,-5.171957,-88.034513,0.00000934,0.00001813,0.00000684,3.2576512815622607,-1.1012869028642311,-0.0000001714785988,-0.000000071413055,Alp-1,,Cru,1,60530,,4176.379929509739,,,
60731,60936,,,,,3C 273,12.485193,2.052398,100000.0,-11.01,4.38,0.0,12.88,-7.12,,0.12,-99130.70606,-12660.058622,3581.344963,-0.00060072,0.00530397,0.00212194,3.2686158159426206,0.035821109804841246,-0.0000000533779862,0.000000021234839,,,Vir,1,60731,,61376.20051647933,,13.034,12.694
60776,60965,108767,4757,,7Del Crv,Algorab,12.497739,-16.515432,26.6312,-209.97,-139.3,9.0,2.94,0.813,B9.5V,-0.012,-25.316094,-3.317674,-7.57057,-0.0000072,0.00002639,-0.00001986,3.2719004348212555,-0.28824867427274875,-0.0000010179632851,-0.000000675345457,Del,7,Crv,1,60776,,41.19077848677376,,,
60893,61084,108903,4763,,Gam Cru,Gacrux,12.519429,-57.113212,27.1518,27.94,-264.33,21.0,1.59,-0.579,M4III,1.6,-14.606901,-1.998688,-22.800748,0.00001789,-0.00000126,-0.00003693,3.277578929248245,-0.9968135891950087,0.0000001354569423,-0.000001281508001,Gam,,Cru,1,60893,,148.45676750522713,,,
60986,61177,109246,,,,Funi,12.535406,74.489551,66.0502,-171.02,-46.61,0.0,8.75,4.651,G0,0.645,-17.489575,-2.467324,63.644764,-0.00002189,0.00005221,-0.00000399,3.281761641126881,1.30008792674801,-0.0000008291283565,-0.000000225971656,,,Dra,1,60986,,1.2011576179375785,,,
61124,61317,109358,4785,Gl 475,8Bet CVn,Chara,12.562411,41.35748,8.4395,-705.06,292.93,6.6,4.24,4.608,G0V,0.588,-6.266213,-0.929293,5.576481,-0.00000141,0.00002895,0.00001346,3.288831623510809,0.7218241914412475,-0.0000034182273361,0.000001420164714,Bet,8,CVn,1,61124,,1.2496833972112191,,,
61166,61359,109379,4786,,9Bet Crv,Kraz,12.573121,-23.396759,44.6628,0.86,-56.0,-8.0,2.65,-0.6,G5II,0.893,-40.529889,-6.127261,-17.73539,0.00001221,0.00000166,-0.00000788,3.2916353004822296,-0.40835048058703377,0.0000000041693977,-0.000000271495661,Bet,9,Crv,1,61166,,151.3561248436207,,,
61748,61941,110379,4825,Gl 482A,29Gam Vir,Porrima,12.694345,-1.449375,11.685,-616.66,60.66,-19.9,2.74,2.402,F0V+...,0.368,-11.488622,-2.111702,-0.295552,0.00001361,0.00003802,0.00000395,3.3233717735446278,-0.0252963627301925,-0.0000029896520425,0.000000294087978,Gam,29,Vir,1,61748,Gl 482,9.532350439205146,,,
